timestamp,marketId,selectionId,side,price,size,level
1770136545361,1.253528103,8835056,BACK,50.00,0.95,0
1770136545361,1.253528103,8835056,BACK,46.00,7.27,1
1770136545361,1.253528103,8835056,BACK,36.00,8.22,2
1770136545361,1.253528103,8835056,BACK,34.00,7.00,3
1770136545361,1.253528103,8835056,BACK,30.00,2.00,4
1770136545361,1.253528103,8835056,BACK,32.00,10.00,5
1770136545361,1.253528103,8835056,BACK,26.00,4.00,6
1770136545361,1.253528103,8835056,BACK,29.00,2.00,7
1770136545361,1.253528103,8835056,BACK,28.00,3.00,8
1770136545361,1.253528103,8835056,BACK,27.00,3.00,9
1770136545361,1.253528103,8835056,BACK,1.01,3808.56,10
1770136545361,1.253528103,8835056,BACK,5.00,431.07,11
1770136545361,1.253528103,8835056,BACK,1.02,172.64,12
1770136545361,1.253528103,8835056,LAY,75.00,3.88,0
1770136545361,1.253528103,8835056,LAY,380.00,2.59,1
1770136545361,1.253528103,8835056,LAY,280.00,2.59,2
1770136545361,1.253528103,8835056,LAY,350.00,2.59,3
1770136545361,1.253528103,8835056,LAY,330.00,2.59,4
1770136545361,1.253528103,8835056,LAY,150.00,2.59,5
1770136545376,1.253528103,10702893,BACK,1.15,879.58,0
1770136545376,1.253528103,10702893,BACK,1.14,441.60,1
1770136545376,1.253528103,10702893,BACK,1.16,362.04,2
1770136545376,1.253528103,10702893,BACK,1.11,8.84,3
1770136545376,1.253528103,10702893,BACK,1.17,47.00,4
1770136545376,1.253528103,10702893,BACK,1.18,1.00,5
1770136545376,1.253528103,10702893,BACK,1.10,1.27,6
1770136545376,1.253528103,10702893,BACK,1.02,269.20,7
1770136545376,1.253528103,10702893,BACK,1.01,379.25,8
1770136545376,1.253528103,10702893,BACK,1.04,187.53,9
1770136545376,1.253528103,10702893,BACK,1.05,15.00,10
1770136545376,1.253528103,10702893,BACK,1.06,15.00,11
1770136545376,1.253528103,10702893,BACK,1.03,172.57,12
1770136545376,1.253528103,10702893,LAY,1.21,351.59,0
1770136545376,1.253528103,10702893,LAY,1.19,734.88,1
1770136545376,1.253528103,10702893,LAY,1.20,572.51,2
1770136545376,1.253528103,10702893,LAY,1.22,18.25,3
1770136545376,1.253528103,10702893,LAY,1.27,4.00,4
1770136545376,1.253528103,10702893,LAY,1.23,35.04,5
1770136545376,1.253528103,10702893,LAY,1.24,4.00,6
1770136545376,1.253528103,10702893,LAY,1.26,4.00,7
1770136545376,1.253528103,10702893,LAY,1.25,34.49,8
1770136545376,1.253528103,10702893,LAY,1.28,4.00,9
1770136545376,1.253528103,10702893,LAY,280.00,2.59,10
1770136545376,1.253528103,10702893,LAY,380.00,2.59,11
1770136545376,1.253528103,10702893,LAY,350.00,2.59,12
1770136545376,1.253528103,10702893,LAY,330.00,2.59,13
1770136545376,1.253528103,10702893,LAY,150.00,2.59,14
1770136545376,1.253528103,10702893,LAY,180.00,1.72,15
1770136545382,1.253528103,58805,BACK,7.20,62.70,0
1770136545382,1.253528103,58805,BACK,6.20,7.78,1
1770136545382,1.253528103,58805,BACK,6.80,71.03,2
1770136545382,1.253528103,58805,BACK,7.00,74.71,3
1770136545382,1.253528103,58805,BACK,6.40,4.00,4
1770136545382,1.253528103,58805,BACK,6.00,6.37,5
1770136545382,1.253528103,58805,BACK,6.60,57.14,6
1770136545382,1.253528103,58805,BACK,1.01,3646.84,7
1770136545382,1.253528103,58805,BACK,2.00,2.00,8
1770136545382,1.253528103,58805,LAY,8.60,41.83,0
1770136545382,1.253528103,58805,LAY,8.40,40.55,1
1770136545382,1.253528103,58805,LAY,8.80,22.35,2
1770136545382,1.253528103,58805,LAY,7.60,5.00,3
1770136545382,1.253528103,58805,LAY,7.80,3.73,4
1770136545382,1.253528103,58805,LAY,9.40,9.00,5
1770136545382,1.253528103,58805,LAY,8.00,25.72,6
1770136545382,1.253528103,58805,LAY,9.00,10.00,7
1770136545382,1.253528103,58805,LAY,9.20,9.00,8
1770136545382,1.253528103,58805,LAY,360.00,1.75,9
1770136545382,1.253528103,58805,LAY,340.00,1.12,10
1770136545382,1.253528103,58805,LAY,250.00,5.17,11
1770136545382,1.253528103,58805,LAY,200.00,5.17,12
1770136545382,1.253528103,58805,LAY,150.00,5.17,13
1770136545382,1.253528103,58805,LAY,100.00,5.17,14
1770136545382,1.253528103,58805,LAY,380.00,0.33,15
1770136545382,1.253528103,58805,LAY,680.00,0.24,16
1770136545382,1.253528103,58805,LAY,390.00,0.44,17
1770136545382,1.253528103,58805,LAY,690.00,0.22,18
1770136545386,1.253527560,40816280,BACK,3.05,0.50,0
1770136545386,1.253527560,40816280,BACK,3.00,111.64,1
1770136545386,1.253527560,40816280,BACK,3.35,41.16,2
1770136545386,1.253527560,40816280,BACK,3.20,38.80,3
1770136545386,1.253527560,40816280,BACK,3.45,21.24,4
1770136545386,1.253527560,40816280,BACK,3.30,79.14,5
1770136545386,1.253527560,40816280,BACK,3.40,5.95,6
1770136545386,1.253527560,40816280,BACK,3.25,37.93,7
1770136545386,1.253527560,40816280,BACK,2.70,1.00,8
1770136545386,1.253527560,40816280,BACK,2.62,4.92,9
1770136545386,1.253527560,40816280,BACK,2.60,8.00,10
1770136545386,1.253527560,40816280,BACK,2.58,38.01,11
1770136545386,1.253527560,40816280,BACK,1.01,340.85,12
1770136545386,1.253527560,40816280,LAY,4.20,271.03,0
1770136545386,1.253527560,40816280,LAY,4.10,79.59,1
1770136545386,1.253527560,40816280,LAY,3.95,28.45,2
1770136545386,1.253527560,40816280,LAY,3.85,30.18,3
1770136545386,1.253527560,40816280,LAY,4.30,45.00,4
1770136545386,1.253527560,40816280,LAY,4.40,39.00,5
1770136545386,1.253527560,40816280,LAY,290.00,0.96,6
1770136545386,1.253527560,40816280,LAY,280.00,1.05,7
1770136545386,1.253527560,40816280,LAY,180.00,1.72,8
1770136545386,1.253527560,40816280,LAY,680.00,0.24,9
1770136545386,1.253527560,40816280,LAY,380.00,0.33,10
1770136545386,1.253527560,40816280,LAY,390.00,0.44,11
1770136545386,1.253527560,40816280,LAY,690.00,0.22,12
1770136545389,1.253527560,20182453,BACK,6.60,12.51,0
1770136545389,1.253527560,20182453,BACK,5.80,11.46,1
1770136545389,1.253527560,20182453,BACK,6.40,189.16,2
1770136545389,1.253527560,20182453,BACK,6.20,72.28,3
1770136545389,1.253527560,20182453,BACK,1.01,340.85,4
1770136545389,1.253527560,20182453,LAY,7.80,14.43,0
1770136545389,1.253527560,20182453,LAY,8.20,119.34,1
1770136545389,1.253527560,20182453,LAY,8.40,0.88,2
1770136545389,1.253527560,20182453,LAY,8.00,84.55,3
1770136545389,1.253527560,20182453,LAY,9.40,9.00,4
1770136545389,1.253527560,20182453,LAY,10.50,13.00,5
1770136545389,1.253527560,20182453,LAY,9.80,7.00,6
1770136545389,1.253527560,20182453,LAY,10.00,15.00,7
1770136545389,1.253527560,20182453,LAY,9.60,6.00,8
1770136545389,1.253527560,20182453,LAY,11.50,5.17,9
1770136545389,1.253527560,20182453,LAY,290.00,0.96,10
1770136545389,1.253527560,20182453,LAY,8.60,9.01,11
1770136545389,1.253527560,20182453,LAY,280.00,1.05,12
1770136545391,1.253527560,58805,BACK,1.60,78.00,0
1770136545391,1.253527560,58805,BACK,1.64,172.43,1
1770136545391,1.253527560,58805,BACK,1.66,86.21,2
1770136545391,1.253527560,58805,BACK,1.65,172.43,3
1770136545391,1.253527560,58805,BACK,1.62,446.25,4
1770136545391,1.253527560,58805,BACK,1.59,80.00,5
1770136545391,1.253527560,58805,BACK,1.58,83.00,6
1770136545391,1.253527560,58805,BACK,1.68,3.74,7
1770136545391,1.253527560,58805,BACK,1.57,81.72,8
1770136545391,1.253527560,58805,BACK,1.01,3638.08,9
1770136545391,1.253527560,58805,LAY,1.74,76.05,0
1770136545391,1.253527560,58805,LAY,1.86,0.50,1
1770136545391,1.253527560,58805,LAY,1.99,20.00,2
1770136545391,1.253527560,58805,LAY,1.81,86.21,3
1770136545391,1.253527560,58805,LAY,1.84,86.21,4
1770136545391,1.253527560,58805,LAY,1.83,172.43,5
1770136545391,1.253527560,58805,LAY,1.82,172.43,6
1770136545391,1.253527560,58805,LAY,1.87,223.19,7
1770136545391,1.253527560,58805,LAY,2.00,93.00,8
1770136545391,1.253527560,58805,LAY,2.04,56.01,9
1770136545391,1.253527560,58805,LAY,85.00,1.72,10
1770136545391,1.253527560,58805,LAY,29.00,5.17,11
1770136545391,1.253527560,58805,LAY,48.00,3.45,12
1770136545391,1.253527560,58805,LAY,65.00,2.59,13
1770136545391,1.253527560,58805,LAY,2.20,12.93,14
1770136545391,1.253527560,58805,LAY,290.00,0.96,15
1770136545391,1.253527560,58805,LAY,280.00,1.05,16
1770136545391,1.253527560,58805,LAY,240.00,1.72,17
1770136545391,1.253527560,58805,LAY,380.00,0.33,18
1770136545391,1.253527560,58805,LAY,680.00,0.24,19
1770136545391,1.253527560,58805,LAY,390.00,0.44,20
1770136545391,1.253527560,58805,LAY,690.00,0.22,21
1770136545393,1.253535709,58805,BACK,3.65,11.27,0
1770136545393,1.253535709,58805,BACK,3.70,19.91,1
1770136545393,1.253535709,58805,BACK,3.75,2.00,2
1770136545393,1.253535709,58805,BACK,3.50,270.91,3
1770136545393,1.253535709,58805,BACK,3.55,64.00,4
1770136545393,1.253535709,58805,BACK,3.40,2.30,5
1770136545393,1.253535709,58805,BACK,3.45,2.00,6
1770136545393,1.253535709,58805,BACK,3.60,65.19,7
1770136545393,1.253535709,58805,BACK,3.35,84.87,8
1770136545393,1.253535709,58805,BACK,1.01,14.19,9
1770136545393,1.253535709,58805,BACK,1.60,135.00,10
1770136545393,1.253535709,58805,BACK,1.91,5.00,11
1770136545393,1.253535709,58805,LAY,3.85,53.00,0
1770136545393,1.253535709,58805,LAY,3.90,142.55,1
1770136545393,1.253535709,58805,LAY,3.95,50.00,2
1770136545393,1.253535709,58805,LAY,4.20,20.72,3
1770136545393,1.253535709,58805,LAY,4.40,21.21,4
1770136545393,1.253535709,58805,LAY,4.10,194.53,5
1770136545393,1.253535709,58805,LAY,4.30,22.52,6
1770136545393,1.253535709,58805,LAY,4.50,22.46,7
1770136545393,1.253535709,58805,LAY,4.00,117.42,8
1770136545393,1.253535709,58805,LAY,16.50,34.96,9
1770136545393,1.253535709,58805,LAY,340.00,1.12,10
1770136545393,1.253535709,58805,LAY,360.00,0.89,11
1770136545393,1.253535709,58805,LAY,110.00,2.59,12
1770136545393,1.253535709,58805,LAY,90.00,2.59,13
1770136545393,1.253535709,58805,LAY,240.00,1.72,14
1770136545393,1.253535709,58805,LAY,80.00,6.00,15
1770136545393,1.253535709,58805,LAY,500.00,0.41,16
1770136545393,1.253535709,58805,LAY,380.00,0.33,17
1770136545393,1.253535709,58805,LAY,680.00,0.24,18
1770136545393,1.253535709,58805,LAY,390.00,0.44,19
1770136545393,1.253535709,58805,LAY,690.00,0.22,20
1770136545393,1.253535709,58805,LAY,100.00,1.22,21
1770136545393,1.253535709,58805,LAY,250.00,0.41,22
1770136545393,1.253535709,58805,LAY,750.00,0.08,23
1770136545393,1.253535709,58805,LAY,150.00,0.33,24
1770136545393,1.253535709,58805,LAY,24.00,0.01,25
1770136545395,1.253535709,10458115,BACK,5.90,65.39,0
1770136545395,1.253535709,10458115,BACK,5.70,44.21,1
1770136545395,1.253535709,10458115,BACK,6.00,105.38,2
1770136545395,1.253535709,10458115,BACK,5.80,13.00,3
1770136545395,1.253535709,10458115,BACK,6.20,5.14,4
1770136545395,1.253535709,10458115,BACK,5.60,47.00,5
1770136545395,1.253535709,10458115,BACK,5.50,4.08,6
1770136545395,1.253535709,10458115,BACK,1.03,172.57,7
1770136545395,1.253535709,10458115,BACK,1.04,172.53,8
1770136545395,1.253535709,10458115,BACK,1.02,172.64,9
1770136545395,1.253535709,10458115,BACK,1.01,337.85,10
1770136545395,1.253535709,10458115,LAY,7.20,80.76,0
1770136545395,1.253535709,10458115,LAY,7.00,81.38,1
1770136545395,1.253535709,10458115,LAY,7.40,71.70,2
1770136545395,1.253535709,10458115,LAY,8.00,2.18,3
1770136545395,1.253535709,10458115,LAY,7.80,2.00,4
1770136545395,1.253535709,10458115,LAY,7.60,2.33,5
1770136545395,1.253535709,10458115,LAY,6.60,43.00,6
1770136545395,1.253535709,10458115,LAY,6.80,46.00,7
1770136545395,1.253535709,10458115,LAY,820.00,0.86,8
1770136545395,1.253535709,10458115,LAY,810.00,0.87,9
1770136545395,1.253535709,10458115,LAY,190.00,1.72,10
1770136545395,1.253535709,10458115,LAY,80.00,4.00,11
1770136545395,1.253535709,10458115,LAY,380.00,0.33,12
1770136545395,1.253535709,10458115,LAY,680.00,0.24,13
1770136545395,1.253535709,10458115,LAY,390.00,0.44,14
1770136545395,1.253535709,10458115,LAY,690.00,0.22,15
1770136545395,1.253535709,10458115,LAY,24.00,0.01,16
1770136545397,1.253535709,10542714,BACK,1.67,337.68,0
1770136545397,1.253535709,10542714,BACK,1.66,346.86,1
1770136545397,1.253535709,10542714,BACK,1.72,20.99,2
1770136545397,1.253535709,10542714,BACK,1.68,1.00,3
1770136545397,1.253535709,10542714,BACK,1.71,110.00,4
1770136545397,1.253535709,10542714,BACK,1.62,2.05,5
1770136545397,1.253535709,10542714,BACK,1.65,89.21,6
1770136545397,1.253535709,10542714,BACK,1.63,2.00,7
1770136545397,1.253535709,10542714,BACK,1.64,2.30,8
1770136545397,1.253535709,10542714,BACK,1.69,115.00,9
1770136545397,1.253535709,10542714,BACK,1.70,106.00,10
1770136545397,1.253535709,10542714,BACK,1.10,1.27,11
1770136545397,1.253535709,10542714,BACK,1.02,269.20,12
1770136545397,1.253535709,10542714,BACK,1.01,529.25,13
1770136545397,1.253535709,10542714,BACK,1.04,187.53,14
1770136545397,1.253535709,10542714,BACK,1.05,15.00,15
1770136545397,1.253535709,10542714,BACK,1.06,15.00,16
1770136545397,1.253535709,10542714,BACK,1.03,172.57,17
1770136545397,1.253535709,10542714,LAY,1.76,28.51,0
1770136545397,1.253535709,10542714,LAY,1.77,8.61,1
1770136545397,1.253535709,10542714,LAY,1.78,8.47,2
1770136545397,1.253535709,10542714,LAY,1.79,11.12,3
1770136545397,1.253535709,10542714,LAY,1.80,7.60,4
1770136545397,1.253535709,10542714,LAY,1.82,544.61,5
1770136545397,1.253535709,10542714,LAY,1.83,172.43,6
1770136545397,1.253535709,10542714,LAY,1.75,0.96,7
1770136545397,1.253535709,10542714,LAY,1.81,9.26,8
1770136545397,1.253535709,10542714,LAY,9.40,35.31,9
1770136545397,1.253535709,10542714,LAY,140.00,1.72,10
1770136545397,1.253535709,10542714,LAY,65.00,1.72,11
1770136545397,1.253535709,10542714,LAY,320.00,0.86,12
1770136545397,1.253535709,10542714,LAY,80.00,4.00,13
1770136545397,1.253535709,10542714,LAY,380.00,0.33,14
1770136545397,1.253535709,10542714,LAY,680.00,0.24,15
1770136545397,1.253535709,10542714,LAY,390.00,0.44,16
1770136545397,1.253535709,10542714,LAY,690.00,0.22,17
1770136545397,1.253535709,10542714,LAY,24.00,0.01,18
1770136545399,1.253450010,166903,BACK,1.47,457.00,0
1770136545399,1.253450010,166903,BACK,1.44,2.00,1
1770136545399,1.253450010,166903,BACK,1.45,437.61,2
1770136545399,1.253450010,166903,BACK,1.49,179.21,3
1770136545399,1.253450010,166903,BACK,1.50,66.00,4
1770136545399,1.253450010,166903,BACK,1.48,75.00,5
1770136545399,1.253450010,166903,BACK,1.46,3.00,6
1770136545399,1.253450010,166903,BACK,1.43,3.00,7
1770136545399,1.253450010,166903,BACK,1.42,2.00,8
1770136545399,1.253450010,166903,BACK,1.39,4.00,9
1770136545399,1.253450010,166903,BACK,1.04,172.53,10
1770136545399,1.253450010,166903,BACK,1.03,172.57,11
1770136545399,1.253450010,166903,BACK,1.02,172.64,12
1770136545399,1.253450010,166903,BACK,1.01,337.85,13
1770136545399,1.253450010,166903,LAY,1.60,353.25,0
1770136545399,1.253450010,166903,LAY,1.59,179.77,1
1770136545399,1.253450010,166903,LAY,1.53,28.98,2
1770136545399,1.253450010,166903,LAY,1.57,56.00,3
1770136545399,1.253450010,166903,LAY,1.58,60.73,4
1770136545399,1.253450010,166903,LAY,1.61,9.45,5
1770136545399,1.253450010,166903,LAY,1.62,8.11,6
1770136545399,1.253450010,166903,LAY,1.56,59.00,7
1770136545399,1.253450010,166903,LAY,140.00,1.72,8
1770136545399,1.253450010,166903,LAY,65.00,1.72,9
1770136545399,1.253450010,166903,LAY,290.00,0.96,10
1770136545399,1.253450010,166903,LAY,280.00,1.05,11
1770136545399,1.253450010,166903,LAY,180.00,1.72,12
1770136545399,1.253450010,166903,LAY,80.00,4.00,13
1770136545399,1.253450010,166903,LAY,18.00,20.00,14
1770136545399,1.253450010,166903,LAY,9.00,15.00,15
1770136545399,1.253450010,166903,LAY,380.00,0.33,16
1770136545399,1.253450010,166903,LAY,680.00,0.24,17
1770136545399,1.253450010,166903,LAY,390.00,0.44,18
1770136545399,1.253450010,166903,LAY,690.00,0.22,19
1770136545401,1.253450010,58805,BACK,4.80,28.00,0
1770136545401,1.253450010,58805,BACK,4.60,159.67,1
1770136545401,1.253450010,58805,BACK,4.70,24.00,2
1770136545401,1.253450010,58805,BACK,3.90,2.40,3
1770136545401,1.253450010,58805,BACK,4.90,88.16,4
1770136545401,1.253450010,58805,BACK,3.95,2.00,5
1770136545401,1.253450010,58805,BACK,4.10,2.35,6
1770136545401,1.253450010,58805,BACK,4.00,2.29,7
1770136545401,1.253450010,58805,BACK,4.20,2.29,8
1770136545401,1.253450010,58805,BACK,1.01,94.37,9
1770136545401,1.253450010,58805,BACK,4.30,2.12,10
1770136545401,1.253450010,58805,BACK,2.10,105.00,11
1770136545401,1.253450010,58805,BACK,1.60,135.00,12
1770136545401,1.253450010,58805,BACK,1.91,5.00,13
1770136545401,1.253450010,58805,LAY,5.80,5.23,0
1770136545401,1.253450010,58805,LAY,5.70,17.07,1
1770136545401,1.253450010,58805,LAY,5.60,142.49,2
1770136545401,1.253450010,58805,LAY,5.10,15.00,3
1770136545401,1.253450010,58805,LAY,5.20,44.17,4
1770136545401,1.253450010,58805,LAY,5.40,76.28,5
1770136545401,1.253450010,58805,LAY,5.30,6.16,6
1770136545401,1.253450010,58805,LAY,5.90,2.00,7
1770136545401,1.253450010,58805,LAY,5.50,56.36,8
1770136545401,1.253450010,58805,LAY,6.20,2.48,9
1770136545401,1.253450010,58805,LAY,6.00,2.00,10
1770136545401,1.253450010,58805,LAY,290.00,0.96,11
1770136545401,1.253450010,58805,LAY,280.00,1.05,12
1770136545401,1.253450010,58805,LAY,360.00,0.86,13
1770136545401,1.253450010,58805,LAY,500.00,0.41,14
1770136545401,1.253450010,58805,LAY,380.00,0.33,15
1770136545401,1.253450010,58805,LAY,680.00,0.24,16
1770136545401,1.253450010,58805,LAY,690.00,0.22,17
1770136545401,1.253450010,58805,LAY,390.00,0.44,18
1770136545401,1.253450010,58805,LAY,250.00,0.41,19
1770136545401,1.253450010,58805,LAY,750.00,0.08,20
1770136545401,1.253450010,58805,LAY,95.00,0.51,21
1770136545401,1.253450010,58805,LAY,150.00,0.33,22
1770136545402,1.253450010,197965,BACK,6.40,17.63,0
1770136545402,1.253450010,197965,BACK,6.60,70.63,1
1770136545402,1.253450010,197965,BACK,6.00,40.52,2
1770136545402,1.253450010,197965,BACK,6.20,124.92,3
1770136545402,1.253450010,197965,BACK,7.00,6.30,4
1770136545402,1.253450010,197965,BACK,5.90,25.43,5
1770136545402,1.253450010,197965,BACK,5.80,24.99,6
1770136545402,1.253450010,197965,BACK,1.02,172.64,7
1770136545402,1.253450010,197965,BACK,1.04,172.53,8
1770136545402,1.253450010,197965,BACK,1.03,172.57,9
1770136545402,1.253450010,197965,BACK,1.01,337.85,10
1770136545402,1.253450010,197965,LAY,7.80,84.72,0
1770136545402,1.253450010,197965,LAY,8.00,5.00,1
1770136545402,1.253450010,197965,LAY,7.40,77.66,2
1770136545402,1.253450010,197965,LAY,8.20,2.00,3
1770136545402,1.253450010,197965,LAY,7.60,31.15,4
1770136545402,1.253450010,197965,LAY,7.20,14.00,5
1770136545402,1.253450010,197965,LAY,9.40,2.00,6
1770136545402,1.253450010,197965,LAY,9.00,2.00,7
1770136545402,1.253450010,197965,LAY,8.40,2.00,8
1770136545402,1.253450010,197965,LAY,8.60,6.00,9
1770136545402,1.253450010,197965,LAY,8.80,5.00,10
1770136545402,1.253450010,197965,LAY,140.00,1.72,11
1770136545402,1.253450010,197965,LAY,65.00,1.72,12
1770136545402,1.253450010,197965,LAY,9.60,2.39,13
1770136545402,1.253450010,197965,LAY,9.20,2.00,14
1770136545402,1.253450010,197965,LAY,290.00,0.96,15
1770136545402,1.253450010,197965,LAY,280.00,1.05,16
1770136545402,1.253450010,197965,LAY,340.00,0.86,17
1770136545402,1.253450010,197965,LAY,380.00,0.33,18
1770136545402,1.253450010,197965,LAY,680.00,0.24,19
1770136545402,1.253450010,197965,LAY,390.00,0.44,20
1770136545402,1.253450010,197965,LAY,690.00,0.22,21
1770136545403,1.253401815,58805,BACK,3.25,114.10,0
1770136545403,1.253401815,58805,BACK,3.20,30.00,1
1770136545403,1.253401815,58805,BACK,3.05,51.96,2
1770136545403,1.253401815,58805,BACK,3.15,32.00,3
1770136545403,1.253401815,58805,BACK,3.10,31.00,4
1770136545403,1.253401815,58805,BACK,1.01,153.82,5
1770136545403,1.253401815,58805,BACK,1.09,3.58,6
1770136545403,1.253401815,58805,BACK,2.40,12.50,7
1770136545403,1.253401815,58805,BACK,2.04,17.31,8
1770136545403,1.253401815,58805,BACK,2.52,7.01,9
1770136545403,1.253401815,58805,BACK,2.06,6.39,10
1770136545403,1.253401815,58805,BACK,2.72,11.03,11
1770136545403,1.253401815,58805,BACK,1.10,2.59,12
1770136545403,1.253401815,58805,BACK,1.03,2.00,13
1770136545403,1.253401815,58805,LAY,3.60,112.07,0
1770136545403,1.253401815,58805,LAY,3.40,19.00,1
1770136545403,1.253401815,58805,LAY,3.50,72.15,2
1770136545403,1.253401815,58805,LAY,3.55,21.00,3
1770136545403,1.253401815,58805,LAY,3.45,159.86,4
1770136545403,1.253401815,58805,LAY,980.00,2.53,5
1770136545403,1.253401815,58805,LAY,24.00,0.01,6
1770136545403,1.253401815,58805,LAY,5.80,2.05,7
1770136545403,1.253401815,58805,LAY,6.60,5.08,8
1770136545403,1.253401815,58805,LAY,4.40,4.04,9
1770136545403,1.253401815,58805,LAY,7.00,4.13,10
1770136545403,1.253401815,58805,LAY,500.00,0.86,11
1770136545403,1.253401815,58805,LAY,60.00,0.86,12
1770136545403,1.253401815,58805,LAY,950.00,2.20,13
1770136545404,1.253401815,4768314,BACK,1.82,37.00,0
1770136545404,1.253401815,4768314,BACK,1.88,4.83,1
1770136545404,1.253401815,4768314,BACK,1.84,154.72,2
1770136545404,1.253401815,4768314,BACK,1.83,124.81,3
1770136545404,1.253401815,4768314,BACK,1.87,33.00,4
1770136545404,1.253401815,4768314,BACK,1.86,29.73,5
1770136545404,1.253401815,4768314,BACK,1.85,33.00,6
1770136545404,1.253401815,4768314,BACK,1.04,172.53,7
1770136545404,1.253401815,4768314,BACK,1.02,172.64,8
1770136545404,1.253401815,4768314,BACK,1.03,382.70,9
1770136545404,1.253401815,4768314,BACK,1.01,337.85,10
1770136545404,1.253401815,4768314,BACK,1.09,3.58,11
1770136545404,1.253401815,4768314,BACK,1.33,16.54,12
1770136545404,1.253401815,4768314,BACK,1.28,23.44,13
1770136545404,1.253401815,4768314,BACK,1.42,21.13,14
1770136545404,1.253401815,4768314,BACK,1.37,48.65,15
1770136545404,1.253401815,4768314,LAY,1.96,28.00,0
1770136545404,1.253401815,4768314,LAY,1.97,113.09,1
1770136545404,1.253401815,4768314,LAY,1.92,48.00,2
1770136545404,1.253401815,4768314,LAY,2.00,21.55,3
1770136545404,1.253401815,4768314,LAY,1.93,131.29,4
1770136545404,1.253401815,4768314,LAY,1.94,31.00,5
1770136545404,1.253401815,4768314,LAY,1.98,25.00,6
1770136545404,1.253401815,4768314,LAY,1.95,28.00,7
1770136545404,1.253401815,4768314,LAY,980.00,2.11,8
1770136545404,1.253401815,4768314,LAY,24.00,0.01,9
1770136545404,1.253401815,4768314,LAY,2.90,2.05,10
1770136545404,1.253401815,4768314,LAY,4.60,5.08,11
1770136545404,1.253401815,4768314,LAY,2.58,4.04,12
1770136545404,1.253401815,4768314,LAY,870.00,0.86,13
1770136545405,1.253401815,10492935,BACK,5.50,15.73,0
1770136545405,1.253401815,10492935,BACK,5.60,38.79,1
1770136545405,1.253401815,10492935,BACK,5.30,16.00,2
1770136545405,1.253401815,10492935,BACK,5.40,14.00,3
1770136545405,1.253401815,10492935,BACK,5.20,16.00,4
1770136545405,1.253401815,10492935,BACK,5.00,28.51,5
1770136545405,1.253401815,10492935,BACK,5.10,16.00,6
1770136545405,1.253401815,10492935,BACK,1.04,172.53,7
1770136545405,1.253401815,10492935,BACK,1.02,172.64,8
1770136545405,1.253401815,10492935,BACK,1.03,172.57,9
1770136545405,1.253401815,10492935,BACK,1.01,491.14,10
1770136545405,1.253401815,10492935,BACK,1.09,3.58,11
1770136545405,1.253401815,10492935,BACK,1.06,0.67,12
1770136545405,1.253401815,10492935,BACK,2.98,10.07,13
1770136545405,1.253401815,10492935,BACK,2.66,8.27,14
1770136545405,1.253401815,10492935,BACK,2.32,12.93,15
1770136545405,1.253401815,10492935,BACK,2.60,11.25,16
1770136545405,1.253401815,10492935,LAY,5.80,82.65,0
1770136545405,1.253401815,10492935,LAY,5.90,11.00,1
1770136545405,1.253401815,10492935,LAY,6.40,18.00,2
1770136545405,1.253401815,10492935,LAY,6.20,69.23,3
1770136545405,1.253401815,10492935,LAY,6.00,22.00,4
1770136545405,1.253401815,10492935,LAY,980.00,1.33,5
1770136545405,1.253401815,10492935,LAY,24.00,0.01,6
1770136545405,1.253401815,10492935,LAY,17.50,2.05,7
1770136545405,1.253401815,10492935,LAY,15.50,5.08,8
1770136545405,1.253401815,10492935,LAY,7.40,4.04,9
1770136545405,1.253401815,10492935,LAY,600.00,0.86,10
1770136545407,1.253388278,21868583,BACK,3.35,1.00,0
1770136545407,1.253388278,21868583,BACK,3.40,123.78,1
1770136545407,1.253388278,21868583,BACK,3.25,147.96,2
1770136545407,1.253388278,21868583,BACK,3.10,241.98,3
1770136545407,1.253388278,21868583,BACK,3.30,5.00,4
1770136545407,1.253388278,21868583,BACK,3.20,345.47,5
1770136545407,1.253388278,21868583,BACK,3.05,34.38,6
1770136545407,1.253388278,21868583,BACK,2.52,52.56,7
1770136545407,1.253388278,21868583,BACK,3.15,161.17,8
1770136545407,1.253388278,21868583,BACK,3.00,21.76,9
1770136545407,1.253388278,21868583,BACK,1.36,60.00,10
1770136545407,1.253388278,21868583,BACK,1.01,18.00,11
1770136545407,1.253388278,21868583,LAY,3.80,188.02,0
1770136545407,1.253388278,21868583,LAY,3.50,62.68,1
1770136545407,1.253388278,21868583,LAY,3.55,60.00,2
1770136545407,1.253388278,21868583,LAY,3.60,159.02,3
1770136545407,1.253388278,21868583,LAY,3.75,2.00,4
1770136545407,1.253388278,21868583,LAY,3.65,97.76,5
1770136545407,1.253388278,21868583,LAY,3.70,2.37,6
1770136545407,1.253388278,21868583,LAY,19.50,4.99,7
1770136545407,1.253388278,21868583,LAY,4.70,53.14,8
1770136545407,1.253388278,21868583,LAY,15.00,6.99,9
1770136545407,1.253388278,21868583,LAY,790.00,4.31,10
1770136545407,1.253388278,21868583,LAY,140.00,1.72,11
1770136545407,1.253388278,21868583,LAY,65.00,1.72,12
1770136545407,1.253388278,21868583,LAY,290.00,0.96,13
1770136545407,1.253388278,21868583,LAY,190.00,1.72,14
1770136545407,1.253388278,21868583,LAY,280.00,1.05,15
